CRIME,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_HOUR,PREMISES_TYPE,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,OCC_TIMESTAMP
break_and_enter,2015,January,9,Friday,12,Educational,107,Oakwood Village (107),-79.4422919339849,43.6927650495954,2015-01-09 12:00:00-0500
break_and_enter,2015,January,9,Friday,22,Commercial,14,Islington-City Centre West (14),-79.537022797891,43.6186840287978,2015-01-09 22:00:00-0500
break_and_enter,2015,January,1,Thursday,6,House,95,Annex (95),-79.3936004290739,43.6738097068666,2015-01-01 06:00:00-0500
break_and_enter,2015,January,9,Friday,6,Commercial,14,Islington-City Centre West (14),-79.557623331779,43.6177482876803,2015-01-09 06:00:00-0500
break_and_enter,2015,January,9,Friday,6,House,138,Eglinton East (138),-79.250219924082,43.7411327860613,2015-01-09 06:00:00-0500
break_and_enter,2015,January,9,Friday,20,Commercial,117,L'Amoreaux (117),-79.301094737088,43.8083728607031,2015-01-09 20:00:00-0500
break_and_enter,2015,January,9,Friday,11,Apartment,137,Woburn (137),-79.2307976547008,43.7802621959812,2015-01-09 11:00:00-0500
break_and_enter,2015,January,9,Friday,12,Apartment,137,Woburn (137),-79.2307976547008,43.7802621959812,2015-01-09 12:00:00-0500
break_and_enter,2015,January,9,Friday,22,Commercial,26,Downsview-Roding-CFB (26),-79.4784981601435,43.727970257749,2015-01-09 22:00:00-0500
break_and_enter,2015,January,9,Friday,18,House,51,Willowdale East (51),-79.4058223018868,43.7785301713433,2015-01-09 18:00:00-0500
break_and_enter,2015,January,9,Friday,17,Commercial,5,Elms-Old Rexdale (5),-79.5505613321606,43.7250906942846,2015-01-09 17:00:00-0500
break_and_enter,2015,January,10,Saturday,0,House,128,Agincourt South-Malvern West (128),-79.2613780943784,43.7856526250613,2015-01-10 00:00:00-0500
break_and_enter,2015,January,10,Saturday,2,Commercial,77,Waterfront Communities-The Island (77),-79.3848090608592,43.6442736720865,2015-01-10 02:00:00-0500
break_and_enter,2015,January,10,Saturday,5,Commercial,14,Islington-City Centre West (14),-79.540863730067,43.6177340869585,2015-01-10 05:00:00-0500
