CRIME,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_HOUR,PREMISES_TYPE,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,OCC_DATETIME
robbery,2016,March,4,Friday,1,Transit,5,Elms-Old Rexdale (5),-79.5559798737993,43.7169414213293,2016-03-04 01:00:00
robbery,2015,March,16,Monday,18,Commercial,NSA,NSA,-79.307900107423,43.8276670615255,2015-03-16 18:00:00
robbery,2016,February,29,Monday,9,Commercial,75,Church-Yonge Corridor (75),-79.3810820253248,43.658316361239,2016-02-29 09:00:00
robbery,2016,March,4,Friday,11,Commercial,NSA,NSA,-79.2275612629725,43.8670386988346,2016-03-04 11:00:00
robbery,2016,March,4,Friday,23,Outside,73,Moss Park (73),-79.3710284454984,43.6582885117532,2016-03-04 23:00:00
robbery,2016,March,4,Friday,21,Outside,77,Waterfront Communities-The Island (77),-79.3907926370796,43.6491251822183,2016-03-04 21:00:00
robbery,2016,February,19,Friday,14,Other,2,Mount Olive-Silverstone-Jamestown (2),-79.5847707736371,43.7392654343241,2016-02-19 14:00:00
robbery,2016,March,5,Saturday,21,Apartment,139,Scarborough Village (139),-79.2275418243016,43.74126066404,2016-03-05 21:00:00
robbery,2016,March,5,Saturday,2,Outside,NSA,NSA,-85.4887438847069,0.0,2016-03-05 02:00:00
robbery,2016,March,5,Saturday,4,Outside,136,West Hill (136),-79.1862222239397,43.7684028883572,2016-03-05 04:00:00
robbery,2016,March,5,Saturday,3,Outside,76,Bay Street Corridor (76),-79.3809227673582,43.6563225842995,2016-03-05 03:00:00
robbery,2016,March,5,Saturday,0,Outside,86,Roncesvalles (86),-79.4387473111326,43.6424552724784,2016-03-05 00:00:00
robbery,2016,March,5,Saturday,21,Commercial,111,Rockcliffe-Smythe (111),-79.4821472243718,43.6780774837958,2016-03-05 21:00:00
robbery,2016,March,5,Saturday,18,Outside,1,West Humber-Clairville (1),-79.5992986356377,43.7522940601912,2016-03-05 18:00:00
robbery,2016,March,5,Saturday,18,Outside,1,West Humber-Clairville (1),-79.5992986356377,43.7522940601912,2016-03-05 18:00:00
robbery,2016,February,27,Saturday,17,Apartment,111,Rockcliffe-Smythe (111),-79.4821472243718,43.6780774837958,2016-02-27 17:00:00
robbery,2016,March,5,Saturday,0,Outside,96,Casa Loma (96),-79.4148456421399,43.6743326582737,2016-03-05 00:00:00
robbery,2016,March,5,Saturday,5,Outside,NSA,NSA,-85.4887438847069,0.0,2016-03-05 05:00:00
robbery,2016,March,6,Sunday,19,Outside,68,North Riverdale (68),-79.3526204898916,43.6654804415409,2016-03-06 19:00:00
robbery,2016,March,6,Sunday,19,Commercial,136,West Hill (136),-79.1836070532584,43.761906010366,2016-03-06 19:00:00
robbery,2016,March,6,Sunday,16,Outside,6,Kingsview Village-The Westway (6),-79.5514467149329,43.694724668181,2016-03-06 16:00:00
robbery,2016,March,6,Sunday,22,Apartment,92,Corso Italia-Davenport (92),-79.4423858613918,43.6776575569657,2016-03-06 22:00:00
robbery,2016,March,5,Saturday,23,Outside,32,Englemount-Lawrence (32),-79.4412427681867,43.7294342742897,2016-03-05 23:00:00
robbery,2016,March,6,Sunday,19,Outside,68,North Riverdale (68),-79.3526204898916,43.6654804415409,2016-03-06 19:00:00
robbery,2016,March,6,Sunday,19,Commercial,136,West Hill (136),-79.1836070532584,43.761906010366,2016-03-06 19:00:00
robbery,2016,March,6,Sunday,22,Apartment,92,Corso Italia-Davenport (92),-79.4423858613918,43.6776575569657,2016-03-06 22:00:00
robbery,2016,March,4,Friday,15,Outside,14,Islington-City Centre West (14),-79.5329770022281,43.6441555307387,2016-03-04 15:00:00
robbery,2016,March,5,Saturday,23,Outside,32,Englemount-Lawrence (32),-79.4412427681867,43.7294342742897,2016-03-05 23:00:00
robbery,2016,March,6,Sunday,2,Outside,93,Dovercourt-Wallace Emerson-Junction (93),-79.4390322472057,43.6684586560351,2016-03-06 02:00:00
robbery,2016,March,6,Sunday,1,Commercial,75,Church-Yonge Corridor (75),-79.3828071952447,43.6701540940578,2016-03-06 01:00:00
robbery,2016,March,6,Sunday,1,Commercial,93,Dovercourt-Wallace Emerson-Junction (93),-79.4341094880053,43.6601391027493,2016-03-06 01:00:00
robbery,2016,March,6,Sunday,2,Commercial,64,Woodbine Corridor (64),-79.3199645752641,43.6759633457995,2016-03-06 02:00:00
robbery,2016,March,6,Sunday,8,Outside,73,Moss Park (73),-79.3685640697689,43.6588648427153,2016-03-06 08:00:00
robbery,2016,February,22,Monday,15,Outside,14,Islington-City Centre West (14),-79.5599885436078,43.6462969375128,2016-02-22 15:00:00
robbery,2016,March,7,Monday,16,Commercial,25,Glenfield-Jane Heights (25),-79.5127388417264,43.7410871930892,2016-03-07 16:00:00
robbery,2016,March,7,Monday,21,Outside,13,Etobicoke West Mall (13),-79.5648150674911,43.639336252687,2016-03-07 21:00:00
robbery,2016,March,7,Monday,7,Commercial,73,Moss Park (73),-79.3710284454984,43.6582885117532,2016-03-07 07:00:00
robbery,2016,March,6,Sunday,23,Transit,31,Yorkdale-Glen Park (31),-79.4478162601912,43.7249126706313,2016-03-06 23:00:00
robbery,2016,March,7,Monday,23,Outside,50,Newtonbrook East (50),-79.4173467755156,43.7870625768469,2016-03-07 23:00:00
robbery,2016,March,8,Tuesday,19,Commercial,76,Bay Street Corridor (76),-79.3812221387844,43.6570317348937,2016-03-08 19:00:00
robbery,2016,March,8,Tuesday,19,Commercial,76,Bay Street Corridor (76),-79.3812221387844,43.6570317348937,2016-03-08 19:00:00
robbery,2016,March,8,Tuesday,2,Outside,70,South Riverdale (70),-79.3435875917994,43.6602816703805,2016-03-08 02:00:00
robbery,2016,March,8,Tuesday,20,Commercial,82,Niagara (82),-79.4199971681005,43.639679437799,2016-03-08 20:00:00
robbery,2016,March,7,Monday,23,Outside,100,Yonge-Eglinton (100),-79.4007520146577,43.6980726138942,2016-03-07 23:00:00
robbery,2016,March,9,Wednesday,0,Outside,75,Church-Yonge Corridor (75),-79.3815835898378,43.6579016227217,2016-03-09 00:00:00
robbery,2016,March,9,Wednesday,19,Outside,137,Woburn (137),-79.2286431236716,43.749543411714,2016-03-09 19:00:00
robbery,2016,March,9,Wednesday,19,Commercial,108,Briar Hill-Belgravia (108),-79.451763933054,43.7007501735656,2016-03-09 19:00:00
robbery,2016,March,9,Wednesday,17,Outside,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183,2016-03-09 17:00:00
robbery,2016,March,9,Wednesday,15,Outside,113,Weston (113),-79.5124233955556,43.7017864610429,2016-03-09 15:00:00
robbery,2016,March,9,Wednesday,16,Outside,73,Moss Park (73),-79.3735615494499,43.6609365152246,2016-03-09 16:00:00
robbery,2016,March,9,Wednesday,15,Educational,80,Palmerston-Little Italy (80),-79.4140304734675,43.6606405195142,2016-03-09 15:00:00
robbery,2016,March,9,Wednesday,5,Outside,132,Malvern (132),-79.2275394210185,43.796141995168,2016-03-09 05:00:00
robbery,2016,March,9,Wednesday,1,Commercial,3,Thistletown-Beaumond Heights (3),-79.5646274421688,43.7369066826896,2016-03-09 01:00:00
robbery,2016,March,9,Wednesday,4,Commercial,130,Milliken (130),-79.3026599960115,43.818922893117,2016-03-09 04:00:00
robbery,2016,March,9,Wednesday,1,Commercial,3,Thistletown-Beaumond Heights (3),-79.5646274421688,43.7369066826896,2016-03-09 01:00:00
robbery,2016,March,9,Wednesday,13,Commercial,77,Waterfront Communities-The Island (77),-79.371381499673,43.6430537261179,2016-03-09 13:00:00
robbery,2016,March,9,Wednesday,19,Commercial,108,Briar Hill-Belgravia (108),-79.451763933054,43.7007501735656,2016-03-09 19:00:00
robbery,2016,March,9,Wednesday,9,Educational,10,Princess-Rosethorn (10),-79.5607973049434,43.6727334601036,2016-03-09 09:00:00
robbery,2016,March,9,Wednesday,22,Outside,3,Thistletown-Beaumond Heights (3),-79.5806921602387,43.7423469264382,2016-03-09 22:00:00
robbery,2016,March,10,Thursday,13,Outside,1,West Humber-Clairville (1),-79.6020786337844,43.7498778411788,2016-03-10 13:00:00
robbery,2016,March,10,Thursday,11,Outside,89,Runnymede-Bloor West Village (89),-79.4778738573646,43.6512850719244,2016-03-10 11:00:00
robbery,2016,March,10,Thursday,21,Outside,25,Glenfield-Jane Heights (25),-79.5103336101277,43.7402321489497,2016-03-10 21:00:00
robbery,2016,March,10,Thursday,19,Commercial,85,South Parkdale (85),-79.4273711381786,43.6389542870024,2016-03-10 19:00:00
robbery,2016,March,10,Thursday,22,Commercial,86,Roncesvalles (86),-79.44836767914,43.6445464560871,2016-03-10 22:00:00
robbery,2016,March,10,Thursday,23,Commercial,4,Rexdale-Kipling (4),-79.5599347118077,43.7228443047232,2016-03-10 23:00:00
robbery,2016,March,10,Thursday,14,Apartment,27,York University Heights (27),-79.4988573206672,43.776739330842,2016-03-10 14:00:00
robbery,2016,March,10,Thursday,23,Transit,14,Islington-City Centre West (14),-79.5340313829672,43.6384424098519,2016-03-10 23:00:00
robbery,2016,March,11,Friday,15,Outside,61,Taylor-Massey (61),-79.3033581166953,43.6951507688179,2016-03-11 15:00:00
robbery,2016,March,11,Friday,23,Apartment,127,Bendale (127),-79.2631141536474,43.7537612366866,2016-03-11 23:00:00
robbery,2016,March,11,Friday,23,Outside,88,High Park North (88),-79.4569697111879,43.6558171343333,2016-03-11 23:00:00
robbery,2016,March,11,Friday,21,Outside,1,West Humber-Clairville (1),-79.5910109585848,43.711762175802,2016-03-11 21:00:00
robbery,2016,March,11,Friday,19,Apartment,111,Rockcliffe-Smythe (111),-79.4821472243718,43.6780774837958,2016-03-11 19:00:00
robbery,2016,March,11,Friday,15,Outside,NSA,NSA,-85.4887438847069,0.0,2016-03-11 15:00:00
robbery,2016,March,11,Friday,1,Commercial,136,West Hill (136),-79.1719782858456,43.7782518834448,2016-03-11 01:00:00
robbery,2016,March,11,Friday,20,Outside,120,Clairlea-Birchmount (120),-79.2681265630041,43.706992862466,2016-03-11 20:00:00
robbery,2016,March,11,Friday,21,Commercial,139,Scarborough Village (139),-79.2250747668766,43.7332333722306,2016-03-11 21:00:00
robbery,2016,March,12,Saturday,20,Outside,126,Dorset Park (126),-79.2832211123981,43.7435219346006,2016-03-12 20:00:00
robbery,2016,March,12,Saturday,20,Commercial,86,Roncesvalles (86),-79.4470124775482,43.6410703209342,2016-03-12 20:00:00
robbery,2016,March,12,Saturday,1,Outside,37,Willowdale West (37),-79.4192452185442,43.7754904714532,2016-03-12 01:00:00
robbery,2016,March,12,Saturday,20,Commercial,85,South Parkdale (85),-79.4263367600953,43.6391639151376,2016-03-12 20:00:00
robbery,2016,March,12,Saturday,17,Outside,95,Annex (95),-79.4112093338392,43.6651095665782,2016-03-12 17:00:00
robbery,2016,March,12,Saturday,0,Outside,79,University (79),-79.3976187996213,43.6620787332234,2016-03-12 00:00:00
robbery,2016,March,13,Sunday,19,Other,93,Dovercourt-Wallace Emerson-Junction (93),-79.445725716437,43.6664699477193,2016-03-13 19:00:00
robbery,2016,March,13,Sunday,15,Outside,123,Cliffcrest (123),-79.2250747668766,43.7332333722306,2016-03-13 15:00:00
robbery,2016,March,13,Sunday,21,Outside,43,Victoria Village (43),-79.3199406388589,43.7331389643026,2016-03-13 21:00:00
robbery,2016,March,12,Saturday,23,Other,120,Clairlea-Birchmount (120),-79.2692662409646,43.7127880013189,2016-03-12 23:00:00
robbery,2016,March,13,Sunday,1,Outside,1,West Humber-Clairville (1),-79.603911553626,43.7436341854836,2016-03-13 01:00:00
robbery,2016,March,13,Sunday,15,Outside,123,Cliffcrest (123),-79.2250747668766,43.7332333722306,2016-03-13 15:00:00
robbery,2016,March,14,Monday,19,Outside,136,West Hill (136),-79.1862222239397,43.7684028883572,2016-03-14 19:00:00
robbery,2016,March,14,Monday,23,Outside,113,Weston (113),-79.5156919451832,43.705952614473,2016-03-14 23:00:00
robbery,2016,March,14,Monday,22,Commercial,6,Kingsview Village-The Westway (6),-79.5588824201012,43.694795413578,2016-03-14 22:00:00
robbery,2016,March,14,Monday,15,Outside,122,Birchcliffe-Cliffside (122),-79.2692113535232,43.6888970790718,2016-03-14 15:00:00
robbery,2016,March,14,Monday,17,Commercial,NSA,NSA,-79.6958099676367,43.7435568540748,2016-03-14 17:00:00
robbery,2016,March,14,Monday,22,Commercial,1,West Humber-Clairville (1),-79.5756289800761,43.7019421553514,2016-03-14 22:00:00
robbery,2016,March,14,Monday,23,Apartment,24,Black Creek (24),-79.5228450546412,43.7729885440449,2016-03-14 23:00:00
robbery,2016,March,14,Monday,21,Commercial,31,Yorkdale-Glen Park (31),-79.4566957288765,43.7228822154858,2016-03-14 21:00:00
robbery,2016,March,14,Monday,3,Outside,77,Waterfront Communities-The Island (77),-79.3939843670799,43.6452567770561,2016-03-14 03:00:00
robbery,2016,March,14,Monday,0,Outside,85,South Parkdale (85),-79.4273711381786,43.6389542870024,2016-03-14 00:00:00
robbery,2016,March,14,Monday,18,Apartment,86,Roncesvalles (86),-79.4441742997441,43.6399647325877,2016-03-14 18:00:00
robbery,2016,March,14,Monday,3,Outside,77,Waterfront Communities-The Island (77),-79.3939843670799,43.6452567770561,2016-03-14 03:00:00
robbery,2016,March,14,Monday,9,Outside,51,Willowdale East (51),-79.4113745991645,43.7632564070596,2016-03-14 09:00:00
robbery,2016,March,15,Tuesday,0,Commercial,123,Cliffcrest (123),-79.2403600096508,43.7182202375458,2016-03-15 00:00:00
robbery,2016,March,15,Tuesday,21,Outside,65,Greenwood-Coxwell (65),-79.3184981606516,43.6659068777845,2016-03-15 21:00:00
robbery,2016,March,15,Tuesday,12,Commercial,48,Hillcrest Village (48),-79.3373542410199,43.8063934303035,2016-03-15 12:00:00
robbery,2016,March,15,Tuesday,21,Outside,1,West Humber-Clairville (1),-79.5993562248469,43.7382937833329,2016-03-15 21:00:00
robbery,2016,March,9,Wednesday,0,Outside,73,Moss Park (73),-79.3723862579924,43.6581644029417,2016-03-09 00:00:00
robbery,2016,March,15,Tuesday,23,Outside,46,Pleasant View (46),-79.3291054776305,43.7795773075802,2016-03-15 23:00:00
robbery,2016,March,8,Tuesday,0,House,137,Woburn (137),-79.2114747833845,43.7685542124236,2016-03-08 00:00:00
robbery,2016,March,15,Tuesday,20,Outside,NSA,NSA,-85.4887438847069,0.0,2016-03-15 20:00:00
robbery,2016,March,16,Wednesday,7,Commercial,27,York University Heights (27),-79.4669241544867,43.7688459756394,2016-03-16 07:00:00
robbery,2016,March,16,Wednesday,4,Commercial,26,Downsview-Roding-CFB (26),-79.4821716872072,43.7272615543111,2016-03-16 04:00:00
robbery,2016,March,16,Wednesday,3,Outside,107,Oakwood Village (107),-79.4443722673502,43.6969619707147,2016-03-16 03:00:00
robbery,2016,March,16,Wednesday,12,Transit,1,West Humber-Clairville (1),-79.5731298507183,43.6965241521418,2016-03-16 12:00:00
robbery,2016,March,16,Wednesday,15,Commercial,21,Humber Summit (21),-79.5423768321248,43.7520838840999,2016-03-16 15:00:00
robbery,2016,March,16,Wednesday,16,Outside,28,Rustic (28),-79.507488965694,43.7164840751658,2016-03-16 16:00:00
robbery,2016,March,16,Wednesday,20,Apartment,136,West Hill (136),-79.1948904245231,43.7664897329517,2016-03-16 20:00:00
robbery,2016,March,16,Wednesday,19,Outside,75,Church-Yonge Corridor (75),-79.3803110983711,43.656453806685,2016-03-16 19:00:00
robbery,2016,March,16,Wednesday,23,Apartment,113,Weston (113),-79.5109246478286,43.6989352565981,2016-03-16 23:00:00
robbery,2016,March,17,Thursday,21,Outside,24,Black Creek (24),-79.5139404057539,43.7588366171982,2016-03-17 21:00:00
robbery,2016,March,17,Thursday,21,Outside,24,Black Creek (24),-79.5139404057539,43.7588366171982,2016-03-17 21:00:00
robbery,2016,March,17,Thursday,1,Outside,129,Agincourt North (129),-79.2670532387591,43.8111033814819,2016-03-17 01:00:00
robbery,2016,March,17,Thursday,1,Outside,129,Agincourt North (129),-79.2670532387591,43.8111033814819,2016-03-17 01:00:00
robbery,2016,March,17,Thursday,20,Outside,127,Bendale (127),-79.2591698455305,43.7784380272832,2016-03-17 20:00:00
robbery,2016,March,17,Thursday,23,Outside,136,West Hill (136),-79.1868624020944,43.7706065515387,2016-03-17 23:00:00
robbery,2016,March,17,Thursday,21,Commercial,138,Eglinton East (138),-79.2310701619999,43.7465124470763,2016-03-17 21:00:00
robbery,2016,March,17,Thursday,19,Outside,25,Glenfield-Jane Heights (25),-79.5103336101277,43.7402321489497,2016-03-17 19:00:00
robbery,2016,March,17,Thursday,14,Commercial,2,Mount Olive-Silverstone-Jamestown (2),-79.583905035318,43.7510966152425,2016-03-17 14:00:00
robbery,2016,March,14,Monday,17,Commercial,NSA,NSA,-79.701234071963,43.6951706529878,2016-03-14 17:00:00
robbery,2016,February,25,Thursday,19,Commercial,NSA,NSA,-79.7098943001903,43.7299151184414,2016-02-25 19:00:00
robbery,2016,February,26,Friday,19,Commercial,NSA,NSA,-79.7349385331215,43.5766931964927,2016-02-26 19:00:00
robbery,2016,March,16,Wednesday,14,Commercial,NSA,NSA,-79.6727832547861,43.6740856436382,2016-03-16 14:00:00
robbery,2016,March,15,Tuesday,19,Commercial,NSA,NSA,-79.4730929407897,43.8072919253336,2016-03-15 19:00:00
robbery,2016,March,17,Thursday,3,Outside,38,Lansing-Westgate (38),-79.4109343782376,43.7615026164836,2016-03-17 03:00:00
robbery,2016,March,18,Friday,14,Outside,35,Westminster-Branson (35),-79.4477844444248,43.7797026299652,2016-03-18 14:00:00
robbery,2016,March,15,Tuesday,17,Commercial,47,Don Valley Village (47),-79.3437191362443,43.7758285046409,2016-03-15 17:00:00
robbery,2016,March,18,Friday,8,Outside,75,Church-Yonge Corridor (75),-79.3834889840812,43.6639899884446,2016-03-18 08:00:00
robbery,2016,March,18,Friday,14,Outside,35,Westminster-Branson (35),-79.4477844444248,43.7797026299652,2016-03-18 14:00:00
robbery,2016,March,18,Friday,15,Outside,2,Mount Olive-Silverstone-Jamestown (2),-79.5923067477863,43.7423702612985,2016-03-18 15:00:00
robbery,2016,March,18,Friday,18,Commercial,78,Kensington-Chinatown (78),-79.4023323508539,43.655228866187,2016-03-18 18:00:00
robbery,2016,March,18,Friday,21,Transit,67,Playter Estates-Danforth (67),-79.3522838930466,43.6784151638198,2016-03-18 21:00:00
robbery,2016,March,18,Friday,14,Commercial,NSA,NSA,-79.4586679504328,43.8476895241759,2016-03-18 14:00:00
robbery,2016,March,18,Friday,15,Commercial,NSA,NSA,-79.088389480432,43.8372598027584,2016-03-18 15:00:00
robbery,2016,March,15,Tuesday,17,Commercial,47,Don Valley Village (47),-79.3437191362443,43.7758285046409,2016-03-15 17:00:00
robbery,2016,March,19,Saturday,23,Commercial,109,Caledonia-Fairbank (109),-79.4507244022697,43.6850224594352,2016-03-19 23:00:00
robbery,2016,March,19,Saturday,15,Commercial,92,Corso Italia-Davenport (92),-79.4452363684197,43.677908346833,2016-03-19 15:00:00
robbery,2016,March,19,Saturday,20,Transit,NSA,NSA,-85.4887438847069,0.0,2016-03-19 20:00:00
robbery,2016,March,19,Saturday,2,Outside,89,Runnymede-Bloor West Village (89),-79.4804660666656,43.6501995744062,2016-03-19 02:00:00
robbery,2016,March,19,Saturday,17,Outside,74,North St.James Town (74),-79.3783434102009,43.6662791241438,2016-03-19 17:00:00
robbery,2016,March,19,Saturday,20,Transit,62,East End-Danforth (62),-79.3130786386804,43.6863944714832,2016-03-19 20:00:00
robbery,2016,March,19,Saturday,23,Commercial,109,Caledonia-Fairbank (109),-79.4507244022697,43.6850224594352,2016-03-19 23:00:00
robbery,2016,March,18,Friday,17,Outside,73,Moss Park (73),-79.372232499654,43.6612207217903,2016-03-18 17:00:00
robbery,2016,March,18,Friday,4,Outside,71,Cabbagetown-South St.James Town (71),-79.3743113983367,43.6644734586647,2016-03-18 04:00:00
robbery,2016,March,20,Sunday,2,Outside,108,Briar Hill-Belgravia (108),-79.4458293354411,43.7008623181198,2016-03-20 02:00:00
robbery,2016,March,20,Sunday,18,Outside,21,Humber Summit (21),-79.5713844716471,43.7594044673272,2016-03-20 18:00:00
robbery,2016,March,20,Sunday,0,Outside,27,York University Heights (27),-79.4942395691274,43.7431000351225,2016-03-20 00:00:00
robbery,2016,March,21,Monday,2,Outside,75,Church-Yonge Corridor (75),-79.3813663266443,43.6574097616278,2016-03-21 02:00:00
robbery,2016,March,21,Monday,2,Outside,75,Church-Yonge Corridor (75),-79.3813663266443,43.6574097616278,2016-03-21 02:00:00
robbery,2016,March,20,Sunday,2,Outside,8,Humber Heights-Westmount (8),-79.5114537576796,43.6839559032649,2016-03-20 02:00:00
robbery,2016,March,12,Saturday,7,Transit,75,Church-Yonge Corridor (75),-79.3803110983711,43.656453806685,2016-03-12 07:00:00
robbery,2016,March,21,Monday,15,Outside,137,Woburn (137),-79.2236598387172,43.7616196807259,2016-03-21 15:00:00
robbery,2016,March,21,Monday,14,Outside,27,York University Heights (27),-79.5045125010027,43.7663648367339,2016-03-21 14:00:00
robbery,2016,March,21,Monday,0,Outside,73,Moss Park (73),-79.3694560303976,43.6545191089848,2016-03-21 00:00:00
robbery,2016,March,21,Monday,0,Outside,134,Highland Creek (134),-79.1839631264009,43.7845019170873,2016-03-21 00:00:00
robbery,2016,March,22,Tuesday,0,Outside,3,Thistletown-Beaumond Heights (3),-79.5803986546325,43.7397187250971,2016-03-22 00:00:00
robbery,2016,March,22,Tuesday,13,Commercial,37,Willowdale West (37),-79.4126671222641,43.7683879022222,2016-03-22 13:00:00
robbery,2016,March,22,Tuesday,11,Commercial,136,West Hill (136),-79.1868624020944,43.7706065515387,2016-03-22 11:00:00
robbery,2016,March,22,Tuesday,11,Commercial,136,West Hill (136),-79.1868624020944,43.7706065515387,2016-03-22 11:00:00
robbery,2016,March,22,Tuesday,22,Outside,86,Roncesvalles (86),-79.4353580487022,43.6441984485813,2016-03-22 22:00:00
robbery,2016,March,22,Tuesday,0,Outside,76,Bay Street Corridor (76),-79.3802751476347,43.6486444637795,2016-03-22 00:00:00
robbery,2016,March,22,Tuesday,0,Outside,1,West Humber-Clairville (1),-79.5943181476525,43.7332971133125,2016-03-22 00:00:00
robbery,2016,March,22,Tuesday,11,Commercial,136,West Hill (136),-79.1868624020944,43.7706065515387,2016-03-22 11:00:00
robbery,2016,March,22,Tuesday,20,Outside,88,High Park North (88),-79.4748089507076,43.6534277177019,2016-03-22 20:00:00
robbery,2016,March,21,Monday,23,Apartment,132,Malvern (132),-79.2373858996358,43.7951879533728,2016-03-21 23:00:00
robbery,2016,March,21,Monday,23,Outside,131,Rouge (131),-79.1443681027048,43.8001045549894,2016-03-21 23:00:00
robbery,2016,March,22,Tuesday,0,Outside,3,Thistletown-Beaumond Heights (3),-79.5779606472862,43.7368218701884,2016-03-22 00:00:00
robbery,2016,March,22,Tuesday,6,Outside,75,Church-Yonge Corridor (75),-79.3809556861721,43.6657163650162,2016-03-22 06:00:00
robbery,2016,March,22,Tuesday,8,Outside,52,Bayview Village (52),-79.3817752976095,43.7659492216353,2016-03-22 08:00:00
robbery,2016,March,22,Tuesday,11,Commercial,136,West Hill (136),-79.1868624020944,43.7706065515387,2016-03-22 11:00:00
robbery,2016,March,22,Tuesday,13,Commercial,37,Willowdale West (37),-79.4126671222641,43.7683879022222,2016-03-22 13:00:00
robbery,2016,March,22,Tuesday,0,Outside,121,Oakridge (121),-79.2764047196053,43.6947564868755,2016-03-22 00:00:00
robbery,2016,March,23,Wednesday,22,Outside,65,Greenwood-Coxwell (65),-79.3250713203216,43.6715741286463,2016-03-23 22:00:00
robbery,2016,March,23,Wednesday,17,Commercial,34,Bathurst Manor (34),-79.4384779660677,43.7554521920272,2016-03-23 17:00:00
robbery,2016,March,23,Wednesday,16,Apartment,137,Woburn (137),-79.2283190456153,43.7513755674102,2016-03-23 16:00:00
robbery,2016,March,23,Wednesday,3,Outside,27,York University Heights (27),-79.4981887615784,43.7681270111952,2016-03-23 03:00:00
robbery,2016,March,23,Wednesday,15,Apartment,140,Guildwood (140),-79.2050079237379,43.751756313133,2016-03-23 15:00:00
robbery,2016,March,23,Wednesday,12,Outside,122,Birchcliffe-Cliffside (122),-79.2567256005524,43.7079272699737,2016-03-23 12:00:00
robbery,2016,March,23,Wednesday,2,Outside,91,Weston-Pellam Park (91),-79.4630465373074,43.6735298546348,2016-03-23 02:00:00
robbery,2016,March,23,Wednesday,7,Outside,76,Bay Street Corridor (76),-79.3805774952918,43.6464145918027,2016-03-23 07:00:00
robbery,2016,March,23,Wednesday,7,Outside,76,Bay Street Corridor (76),-79.3805774952918,43.6464145918027,2016-03-23 07:00:00
robbery,2016,March,16,Wednesday,17,Transit,111,Rockcliffe-Smythe (111),-79.4957044743092,43.6761951617356,2016-03-16 17:00:00
robbery,2016,March,23,Wednesday,3,Outside,27,York University Heights (27),-79.4981887615784,43.7681270111952,2016-03-23 03:00:00
robbery,2016,March,24,Thursday,15,Outside,111,Rockcliffe-Smythe (111),-79.4917640740187,43.6671787725823,2016-03-24 15:00:00
robbery,2016,March,23,Wednesday,10,Educational,2,Mount Olive-Silverstone-Jamestown (2),-79.585124150852,43.731286872834,2016-03-23 10:00:00
robbery,2016,March,24,Thursday,18,Outside,110,Keelesdale-Eglinton West (110),-79.4739306287859,43.6875245541857,2016-03-24 18:00:00
robbery,2016,March,24,Thursday,23,Outside,79,University (79),-79.3958989614117,43.6586942370364,2016-03-24 23:00:00
robbery,2016,March,24,Thursday,23,Outside,79,University (79),-79.4000447693798,43.657942328911,2016-03-24 23:00:00
robbery,2016,March,17,Thursday,23,Outside,119,Wexford/Maryvale (119),-79.3149847291431,43.7602333395355,2016-03-17 23:00:00
robbery,2016,March,23,Wednesday,10,Educational,2,Mount Olive-Silverstone-Jamestown (2),-79.585124150852,43.731286872834,2016-03-23 10:00:00
robbery,2016,March,24,Thursday,1,Apartment,86,Roncesvalles (86),-79.4355443960239,43.6446644380459,2016-03-24 01:00:00
robbery,2016,March,24,Thursday,15,Outside,111,Rockcliffe-Smythe (111),-79.4917640740187,43.6671787725823,2016-03-24 15:00:00
robbery,2016,March,25,Friday,2,Outside,117,L'Amoreaux (117),-79.3244029227601,43.7893453942252,2016-03-25 02:00:00
robbery,2016,March,25,Friday,1,Other,44,Flemingdon Park (44),-79.3329028049598,43.7191939260287,2016-03-25 01:00:00
robbery,2016,March,25,Friday,14,Commercial,21,Humber Summit (21),-79.5456948746028,43.7513634363166,2016-03-25 14:00:00
robbery,2016,March,25,Friday,13,Commercial,88,High Park North (88),-79.4764598845243,43.6515108041586,2016-03-25 13:00:00
robbery,2016,March,25,Friday,19,Transit,88,High Park North (88),-79.4764940188665,43.6515927778602,2016-03-25 19:00:00
robbery,2016,March,25,Friday,22,Outside,34,Bathurst Manor (34),-79.4602038069711,43.7586546873359,2016-03-25 22:00:00
robbery,2016,March,25,Friday,12,Commercial,5,Elms-Old Rexdale (5),-79.5505613321606,43.7250906942846,2016-03-25 12:00:00
robbery,2016,March,25,Friday,7,Commercial,75,Church-Yonge Corridor (75),-79.3765580995336,43.6566430114792,2016-03-25 07:00:00
robbery,2016,March,26,Saturday,23,Commercial,67,Playter Estates-Danforth (67),-79.3584197330299,43.6784100018661,2016-03-26 23:00:00
robbery,2016,March,26,Saturday,20,Outside,27,York University Heights (27),-79.4981866579784,43.7654725469959,2016-03-26 20:00:00
robbery,2016,March,26,Saturday,18,Commercial,127,Bendale (127),-79.2591698455305,43.7784380272832,2016-03-26 18:00:00
robbery,2016,March,26,Saturday,7,Commercial,92,Corso Italia-Davenport (92),-79.4487890589024,43.6771030096476,2016-03-26 07:00:00
robbery,2016,March,26,Saturday,16,Outside,87,High Park-Swansea (87),-79.4773772913813,43.6442135139125,2016-03-26 16:00:00
