CRIME,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_HOUR,PREMISES_TYPE,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,OCC_TIMESTAMP
shooting,2016,October,16,Sunday,2,N/A,8,Humber Heights-Westmount (8),-79.5259662128529,43.7004991037135,2016-10-16 02:00:00-0500
shooting,2016,October,24,Monday,0,N/A,6,Kingsview Village-The Westway (6),-79.5563720211793,43.699523834981,2016-10-24 00:00:00-0500
shooting,2016,November,3,Thursday,3,N/A,50,Newtonbrook East (50),-79.4179163021883,43.7893554820846,2016-11-03 03:00:00-0500
shooting,2016,September,12,Monday,20,N/A,2,Mount Olive-Silverstone-Jamestown (2),-79.5933131615255,43.7417790265677,2016-09-12 20:00:00-0500
shooting,2016,September,7,Wednesday,20,N/A,25,Glenfield-Jane Heights (25),-79.5047727260156,43.7395115317937,2016-09-07 20:00:00-0500
shooting,2016,January,24,Sunday,20,N/A,24,Black Creek (24),-79.5187589269812,43.7691571849407,2016-01-24 20:00:00-0500
shooting,2016,February,29,Monday,23,N/A,90,Junction Area (90),-79.4643636805612,43.6649508975479,2016-02-29 23:00:00-0500
shooting,2016,August,11,Thursday,22,N/A,28,Rustic (28),-79.5003028421864,43.7083769009575,2016-08-11 22:00:00-0500
shooting,2016,September,5,Monday,11,N/A,5,Elms-Old Rexdale (5),-79.5488608195134,43.7291914491797,2016-09-05 11:00:00-0500
shooting,2016,October,28,Friday,14,N/A,24,Black Creek (24),-79.5196851774208,43.7659026187864,2016-10-28 14:00:00-0500
shooting,2016,August,8,Monday,21,N/A,30,Brookhaven-Amesbury (30),-79.4889771434969,43.6977066211861,2016-08-08 21:00:00-0500
shooting,2016,January,18,Monday,12,N/A,112,Beechborough-Greenbrook (112),-79.4683227858839,43.6932460289949,2016-01-18 12:00:00-0500
shooting,2016,September,22,Thursday,20,N/A,73,Moss Park (73),-79.3704405109985,43.6560916141989,2016-09-22 20:00:00-0500
shooting,2016,July,22,Friday,1,N/A,32,Englemount-Lawrence (32),-79.4443606947577,43.7185719237798,2016-07-22 01:00:00-0500
shooting,2016,September,5,Monday,20,N/A,13,Etobicoke West Mall (13),-79.5703139729914,43.6519291073856,2016-09-05 20:00:00-0500
shooting,2016,November,23,Wednesday,3,N/A,73,Moss Park (73),-79.3734549499442,43.6572976899205,2016-11-23 03:00:00-0500
shooting,2016,July,31,Sunday,16,N/A,121,Oakridge (121),-79.2807543342279,43.6946716933867,2016-07-31 16:00:00-0500
shooting,2016,October,4,Tuesday,7,N/A,113,Weston (113),-79.5294028625753,43.7051352330713,2016-10-04 07:00:00-0500
shooting,2016,September,12,Monday,23,N/A,21,Humber Summit (21),-79.5692392930605,43.757202696581,2016-09-12 23:00:00-0500
shooting,2016,February,16,Tuesday,20,N/A,60,Woodbine-Lumsden (60),-79.3156498198918,43.6968207512059,2016-02-16 20:00:00-0500
shooting,2016,October,23,Sunday,20,N/A,24,Black Creek (24),-79.5196851774208,43.7659026187864,2016-10-23 20:00:00-0500
shooting,2016,March,14,Monday,14,N/A,25,Glenfield-Jane Heights (25),-79.5132172795793,43.7393831786129,2016-03-14 14:00:00-0500
shooting,2016,June,29,Wednesday,19,N/A,27,York University Heights (27),-79.4765867987994,43.7643128234304,2016-06-29 19:00:00-0500
shooting,2016,August,4,Thursday,1,N/A,137,Woburn (137),-79.2329757943567,43.7795385184135,2016-08-04 01:00:00-0500
shooting,2016,March,14,Monday,19,N/A,21,Humber Summit (21),-79.5692392930605,43.757202696581,2016-03-14 19:00:00-0500
shooting,2016,April,10,Sunday,7,N/A,1,West Humber-Clairville (1),-79.5994473628634,43.7309026620875,2016-04-10 07:00:00-0500
shooting,2016,July,23,Saturday,21,N/A,85,South Parkdale (85),-79.435181153989,43.6323012384627,2016-07-23 21:00:00-0500
shooting,2016,March,16,Wednesday,17,N/A,45,Parkwoods-Donalda (45),-79.3318006517478,43.7522220179441,2016-03-16 17:00:00-0500
shooting,2016,October,1,Saturday,12,N/A,132,Malvern (132),-79.2176624877548,43.7981162720555,2016-10-01 12:00:00-0500
shooting,2016,September,30,Friday,20,N/A,39,Bedford Park-Nortown (39),-79.4228236599461,43.7423008352142,2016-09-30 20:00:00-0500
shooting,2016,May,26,Thursday,23,N/A,32,Englemount-Lawrence (32),-79.441335740566,43.7166881153336,2016-05-26 23:00:00-0500
shooting,2016,January,4,Monday,18,N/A,61,Taylor-Massey (61),-79.2912950405626,43.6931386543819,2016-01-04 18:00:00-0500
shooting,2016,November,14,Monday,1,N/A,69,Blake-Jones (69),-79.3393302668534,43.6721529632882,2016-11-14 01:00:00-0500
shooting,2016,October,18,Tuesday,17,N/A,1,West Humber-Clairville (1),-79.6001525228326,43.7470294766574,2016-10-18 17:00:00-0500
shooting,2016,May,23,Monday,8,N/A,78,Kensington-Chinatown (78),-79.4007499708006,43.6482539449967,2016-05-23 08:00:00-0500
shooting,2016,June,30,Thursday,23,N/A,28,Rustic (28),-79.5032397500269,43.7077229863108,2016-06-30 23:00:00-0500
shooting,2016,June,13,Monday,1,N/A,9,Edenbridge-Humber Valley (9),-79.5098105090695,43.6798876382178,2016-06-13 01:00:00-0500
shooting,2016,April,10,Sunday,4,N/A,25,Glenfield-Jane Heights (25),-79.5160745352033,43.7507307824281,2016-04-10 04:00:00-0500
shooting,2016,January,7,Thursday,20,N/A,8,Humber Heights-Westmount (8),-79.512481418249,43.6855065282865,2016-01-07 20:00:00-0500
shooting,2016,January,13,Wednesday,2,N/A,25,Glenfield-Jane Heights (25),-79.5033974457219,43.7410703043346,2016-01-13 02:00:00-0500
shooting,2016,July,26,Tuesday,2,N/A,37,Willowdale West (37),-79.4140271216966,43.7737719701405,2016-07-26 02:00:00-0500
shooting,2016,December,3,Saturday,1,N/A,78,Kensington-Chinatown (78),-79.4007565379304,43.6515915057869,2016-12-03 01:00:00-0500
shooting,2016,April,19,Tuesday,3,N/A,77,Waterfront Communities-The Island (77),-79.3887141228592,43.6439633742916,2016-04-19 03:00:00-0500
shooting,2016,August,27,Saturday,18,N/A,70,South Riverdale (70),-79.3528998499386,43.660488525195,2016-08-27 18:00:00-0500
shooting,2016,October,19,Wednesday,23,N/A,32,Englemount-Lawrence (32),-79.4383688317957,43.7173167590073,2016-10-19 23:00:00-0500
shooting,2016,August,20,Saturday,22,N/A,69,Blake-Jones (69),-79.3390416904668,43.6792767544473,2016-08-20 22:00:00-0500
shooting,2016,April,14,Thursday,2,N/A,17,Mimico (includes Humber Bay Shores) (17),-79.4967463730261,43.6122296410473,2016-04-14 02:00:00-0500
shooting,2016,June,26,Sunday,22,N/A,91,Weston-Pellam Park (91),-79.4580135651328,43.668733692405,2016-06-26 22:00:00-0500
shooting,2016,March,19,Saturday,22,N/A,32,Englemount-Lawrence (32),-79.4414128618584,43.7231516709045,2016-03-19 22:00:00-0500
shooting,2016,November,17,Thursday,18,N/A,113,Weston (113),-79.5161975699883,43.7001519748185,2016-11-17 18:00:00-0500
shooting,2016,December,20,Tuesday,10,N/A,61,Taylor-Massey (61),-79.2951316713008,43.6960741669837,2016-12-20 10:00:00-0500
shooting,2016,October,5,Wednesday,13,N/A,113,Weston (113),-79.5155662570838,43.699406226606,2016-10-05 13:00:00-0500
shooting,2016,June,10,Friday,9,N/A,98,Rosedale-Moore Park (98),-79.3830725749042,43.6894070188911,2016-06-10 09:00:00-0500
shooting,2016,January,1,Friday,6,N/A,46,Pleasant View (46),-79.3325045736282,43.7788441881417,2016-01-01 06:00:00-0500
shooting,2016,April,20,Wednesday,12,N/A,14,Islington-City Centre West (14),-79.537022797891,43.6186840287978,2016-04-20 12:00:00-0500
shooting,2016,May,5,Thursday,0,N/A,70,South Riverdale (70),-79.35291880785,43.6608341475313,2016-05-05 00:00:00-0500
shooting,2016,November,20,Sunday,3,N/A,1,West Humber-Clairville (1),-79.5708278764142,43.6915877378211,2016-11-20 03:00:00-0500
shooting,2016,April,18,Monday,19,N/A,5,Elms-Old Rexdale (5),-79.5597533951897,43.7248743927904,2016-04-18 19:00:00-0500
shooting,2016,September,12,Monday,0,N/A,43,Victoria Village (43),-79.3049358657128,43.7159806222959,2016-09-12 00:00:00-0500
shooting,2016,September,23,Friday,11,N/A,26,Downsview-Roding-CFB (26),-79.4837250559263,43.7335744620673,2016-09-23 11:00:00-0500
shooting,2016,October,10,Monday,16,N/A,113,Weston (113),-79.5161975699883,43.7001519748185,2016-10-10 16:00:00-0500
shooting,2016,January,21,Thursday,15,N/A,117,L'Amoreaux (117),-79.3024337349461,43.7972128245158,2016-01-21 15:00:00-0500
shooting,2016,April,1,Friday,2,N/A,24,Black Creek (24),-79.5196851774208,43.7659026187864,2016-04-01 02:00:00-0500
shooting,2016,January,24,Sunday,4,N/A,127,Bendale (127),-79.2536497240722,43.7716724426783,2016-01-24 04:00:00-0500
shooting,2016,July,22,Friday,1,N/A,111,Rockcliffe-Smythe (111),-79.4995486827165,43.6668997736534,2016-07-22 01:00:00-0500
shooting,2016,July,17,Sunday,15,N/A,21,Humber Summit (21),-79.5635229828613,43.7525299787587,2016-07-17 15:00:00-0500
shooting,2016,June,19,Sunday,5,N/A,137,Woburn (137),-79.2145266952302,43.7608369304983,2016-06-19 05:00:00-0500
shooting,2016,March,14,Monday,22,N/A,119,Wexford/Maryvale (119),-79.2852093877277,43.7484763751863,2016-03-14 22:00:00-0500
shooting,2016,January,15,Friday,3,N/A,75,Church-Yonge Corridor (75),-79.374254671255,43.6495351393713,2016-01-15 03:00:00-0500
shooting,2016,August,17,Wednesday,19,N/A,72,Regent Park (72),-79.3631663361744,43.6587033704145,2016-08-17 19:00:00-0500
shooting,2016,October,20,Thursday,21,N/A,8,Humber Heights-Westmount (8),-79.5259662128529,43.7004991037135,2016-10-20 21:00:00-0500
shooting,2016,January,5,Tuesday,23,N/A,138,Eglinton East (138),-79.2447975280768,43.7441629100093,2016-01-05 23:00:00-0500
shooting,2016,January,27,Wednesday,5,N/A,35,Westminster-Branson (35),-79.4459256472103,43.7720647202134,2016-01-27 05:00:00-0500
shooting,2016,November,19,Saturday,0,N/A,42,Banbury-Don Mills (42),-79.3681439057637,43.7408502673456,2016-11-19 00:00:00-0500
shooting,2016,September,20,Tuesday,2,N/A,7,Willowridge-Martingrove-Richview (7),-79.5570053864923,43.685359630691,2016-09-20 02:00:00-0500
shooting,2016,October,2,Sunday,13,N/A,25,Glenfield-Jane Heights (25),-79.50663220146,43.7397695453092,2016-10-02 13:00:00-0500
shooting,2016,October,11,Tuesday,13,N/A,129,Agincourt North (129),-79.2847047357754,43.800034323061,2016-10-11 13:00:00-0500
shooting,2016,January,24,Sunday,2,N/A,82,Niagara (82),-79.402807387583,43.6417281404904,2016-01-24 02:00:00-0500
shooting,2016,July,3,Sunday,2,N/A,131,Rouge (131),-79.1967869240541,43.7997649340631,2016-07-03 02:00:00-0500
shooting,2016,October,15,Saturday,23,N/A,8,Humber Heights-Westmount (8),-79.5174893667381,43.6926191898322,2016-10-15 23:00:00-0500
shooting,2016,August,12,Friday,4,N/A,85,South Parkdale (85),-79.4681440945312,43.6351829575159,2016-08-12 04:00:00-0500
shooting,2016,October,2,Sunday,21,N/A,6,Kingsview Village-The Westway (6),-79.5536484372934,43.6920554126611,2016-10-02 21:00:00-0500
shooting,2016,February,21,Sunday,2,N/A,82,Niagara (82),-79.4137852641822,43.6447040111675,2016-02-21 02:00:00-0500
shooting,2016,December,3,Saturday,0,N/A,21,Humber Summit (21),-79.5697222970671,43.7587658408167,2016-12-03 00:00:00-0500
shooting,2016,October,25,Tuesday,22,N/A,44,Flemingdon Park (44),-79.3314028565531,43.7183540889318,2016-10-25 22:00:00-0500
shooting,2016,March,25,Friday,1,N/A,44,Flemingdon Park (44),-79.3329028049598,43.7191939260287,2016-03-25 01:00:00-0500
shooting,2016,December,2,Friday,10,N/A,113,Weston (113),-79.5145761476879,43.6995252092155,2016-12-02 10:00:00-0500
shooting,2016,March,20,Sunday,22,N/A,6,Kingsview Village-The Westway (6),-79.549241160374,43.7025662125148,2016-03-20 22:00:00-0500
shooting,2016,December,18,Sunday,18,N/A,6,Kingsview Village-The Westway (6),-79.549241160374,43.7025662125148,2016-12-18 18:00:00-0500
shooting,2016,July,26,Tuesday,2,N/A,92,Corso Italia-Davenport (92),-79.4496939336344,43.6793137130191,2016-07-26 02:00:00-0500
shooting,2016,March,29,Tuesday,4,N/A,27,York University Heights (27),-79.4715591966822,43.7804633666196,2016-03-29 04:00:00-0500
shooting,2016,January,20,Wednesday,18,N/A,10,Princess-Rosethorn (10),-79.5434896277855,43.6719891336233,2016-01-20 18:00:00-0500
shooting,2016,March,3,Thursday,4,N/A,139,Scarborough Village (139),-79.2183105364279,43.745298706611,2016-03-03 04:00:00-0500
shooting,2016,September,4,Sunday,21,N/A,24,Black Creek (24),-79.5192881828067,43.7702662644401,2016-09-04 21:00:00-0500
shooting,2016,February,13,Saturday,9,N/A,127,Bendale (127),-79.2467555885522,43.7552573269656,2016-02-13 09:00:00-0500
shooting,2016,August,5,Friday,23,N/A,126,Dorset Park (126),-79.2810747937924,43.7657958510698,2016-08-05 23:00:00-0500
shooting,2016,January,17,Sunday,19,N/A,23,Pelmo Park-Humberlea (23),-79.5358200939537,43.7319636873426,2016-01-17 19:00:00-0500
shooting,2016,February,8,Monday,17,N/A,25,Glenfield-Jane Heights (25),-79.5168001558228,43.7514684355014,2016-02-08 17:00:00-0500
shooting,2016,June,15,Wednesday,2,N/A,108,Briar Hill-Belgravia (108),-79.4414378909532,43.7030496500995,2016-06-15 02:00:00-0500
shooting,2016,October,27,Thursday,0,N/A,135,Morningside (135),-79.2056252423451,43.7640436522222,2016-10-27 00:00:00-0500
shooting,2016,August,19,Friday,3,N/A,68,North Riverdale (68),-79.3430889929118,43.6684406613313,2016-08-19 03:00:00-0500
shooting,2016,January,13,Wednesday,15,N/A,32,Englemount-Lawrence (32),-79.4476955015009,43.725692338254,2016-01-13 15:00:00-0500
shooting,2016,November,10,Thursday,20,N/A,117,L'Amoreaux (117),-79.3312186356452,43.7978289015111,2016-11-10 20:00:00-0500
shooting,2016,April,12,Tuesday,4,N/A,6,Kingsview Village-The Westway (6),-79.5552862659728,43.6950326900835,2016-04-12 04:00:00-0500
shooting,2016,October,20,Thursday,21,N/A,6,Kingsview Village-The Westway (6),-79.5545076690372,43.695224079528,2016-10-20 21:00:00-0500
shooting,2016,March,25,Friday,4,N/A,86,Roncesvalles (86),-79.436198127931,43.6445821097821,2016-03-25 04:00:00-0500
shooting,2016,November,19,Saturday,11,N/A,24,Black Creek (24),-79.5192881828067,43.7702662644401,2016-11-19 11:00:00-0500
shooting,2016,November,27,Sunday,21,N/A,22,Humbermede (22),-79.559409037276,43.7459342775167,2016-11-27 21:00:00-0500
shooting,2016,June,27,Monday,23,N/A,121,Oakridge (121),-79.2794276545191,43.7055389952839,2016-06-27 23:00:00-0500
shooting,2016,June,7,Tuesday,14,N/A,104,Mount Pleasant West (104),-79.3966350480002,43.7065500722777,2016-06-07 14:00:00-0500
shooting,2016,May,29,Sunday,10,N/A,97,Yonge-St.Clair (97),-79.3941383466116,43.6880768888326,2016-05-29 10:00:00-0500
shooting,2016,July,10,Sunday,2,N/A,113,Weston (113),-79.5165934116793,43.7028339049881,2016-07-10 02:00:00-0500
shooting,2016,June,3,Friday,17,N/A,14,Islington-City Centre West (14),-79.5406235879996,43.6406350937028,2016-06-03 17:00:00-0500
shooting,2016,January,20,Wednesday,1,N/A,24,Black Creek (24),-79.5192881828067,43.7702662644401,2016-01-20 01:00:00-0500
shooting,2016,June,11,Saturday,5,N/A,24,Black Creek (24),-79.5152277778151,43.7681488158175,2016-06-11 05:00:00-0500
shooting,2016,August,6,Saturday,4,N/A,107,Oakwood Village (107),-79.4426418482005,43.6969362991455,2016-08-06 04:00:00-0500
shooting,2016,February,15,Monday,4,N/A,21,Humber Summit (21),-79.5697222970671,43.7587658408167,2016-02-15 04:00:00-0500
shooting,2016,August,21,Sunday,14,N/A,37,Willowdale West (37),-79.4409299840647,43.765458532554,2016-08-21 14:00:00-0500
shooting,2016,February,15,Monday,21,N/A,40,St.Andrew-Windfields (40),-79.4018688003988,43.7506428338605,2016-02-15 21:00:00-0500
shooting,2016,August,29,Monday,0,N/A,21,Humber Summit (21),-79.5581121941571,43.7552640872398,2016-08-29 00:00:00-0500
shooting,2016,January,18,Monday,22,N/A,113,Weston (113),-79.5198830456147,43.6992766798434,2016-01-18 22:00:00-0500
shooting,2016,June,13,Monday,23,N/A,107,Oakwood Village (107),-79.4413793916436,43.6885552293652,2016-06-13 23:00:00-0500
shooting,2016,April,27,Wednesday,23,N/A,25,Glenfield-Jane Heights (25),-79.5087536005565,43.7471213494083,2016-04-27 23:00:00-0500
shooting,2016,August,1,Monday,23,N/A,132,Malvern (132),-79.2125446164786,43.8120779929443,2016-08-01 23:00:00-0500
shooting,2016,May,26,Thursday,21,N/A,107,Oakwood Village (107),-79.441213267491,43.6934913175532,2016-05-26 21:00:00-0500
shooting,2016,May,4,Wednesday,1,N/A,128,Agincourt South-Malvern West (128),-79.2863761094758,43.7965359673524,2016-05-04 01:00:00-0500
shooting,2016,July,23,Saturday,15,N/A,3,Thistletown-Beaumond Heights (3),-79.5783060529561,43.7354983743605,2016-07-23 15:00:00-0500
shooting,2016,May,22,Sunday,2,N/A,77,Waterfront Communities-The Island (77),-79.3610394432808,43.6477327791505,2016-05-22 02:00:00-0500
shooting,2016,July,22,Friday,1,N/A,107,Oakwood Village (107),-79.4386879054988,43.6914414718797,2016-07-22 01:00:00-0500
shooting,2016,July,30,Saturday,9,N/A,23,Pelmo Park-Humberlea (23),-79.536964852844,43.710009049715,2016-07-30 09:00:00-0500
shooting,2016,August,6,Saturday,3,N/A,119,Wexford/Maryvale (119),-79.2993893865035,43.744343943494,2016-08-06 03:00:00-0500
shooting,2016,September,9,Friday,15,N/A,126,Dorset Park (126),-79.283246606962,43.7717267995564,2016-09-09 15:00:00-0500
shooting,2016,March,3,Thursday,21,N/A,78,Kensington-Chinatown (78),-79.3905439900922,43.6504506480565,2016-03-03 21:00:00-0500
shooting,2016,July,28,Thursday,16,N/A,108,Briar Hill-Belgravia (108),-79.4427897466613,43.6972959830454,2016-07-28 16:00:00-0500
shooting,2016,December,14,Wednesday,4,N/A,139,Scarborough Village (139),-79.2196900515386,43.7450140324027,2016-12-14 04:00:00-0500
shooting,2016,August,29,Monday,1,N/A,5,Elms-Old Rexdale (5),-79.5457114466577,43.7212655989983,2016-08-29 01:00:00-0500
shooting,2016,March,8,Tuesday,1,N/A,4,Rexdale-Kipling (4),-79.5679105207051,43.7278406001304,2016-03-08 01:00:00-0500
shooting,2016,March,19,Saturday,17,N/A,91,Weston-Pellam Park (91),-79.4576438030778,43.6747166068187,2016-03-19 17:00:00-0500
shooting,2016,June,14,Tuesday,9,N/A,115,Mount Dennis (115),-79.4956163027699,43.6913102554868,2016-06-14 09:00:00-0500
shooting,2016,July,31,Sunday,1,N/A,137,Woburn (137),-79.2340412601872,43.7736611133193,2016-07-31 01:00:00-0500
shooting,2016,April,29,Friday,21,N/A,119,Wexford/Maryvale (119),-79.3129249284509,43.7584085427131,2016-04-29 21:00:00-0500
shooting,2016,July,3,Sunday,2,N/A,68,North Riverdale (68),-79.3488941638194,43.6776958520403,2016-07-03 02:00:00-0500
shooting,2016,March,15,Tuesday,0,N/A,55,Thorncliffe Park (55),-79.3418048540391,43.7032472768479,2016-03-15 00:00:00-0500
shooting,2016,September,30,Friday,18,N/A,28,Rustic (28),-79.5072211172202,43.7154502079199,2016-09-30 18:00:00-0500
shooting,2016,January,8,Friday,14,N/A,127,Bendale (127),-79.250930380858,43.7544092781764,2016-01-08 14:00:00-0500
shooting,2016,May,1,Sunday,6,N/A,95,Annex (95),-79.4117848023346,43.6666143715903,2016-05-01 06:00:00-0500
shooting,2016,January,24,Sunday,3,N/A,43,Victoria Village (43),-79.3017246354947,43.7156736478627,2016-01-24 03:00:00-0500
shooting,2016,January,7,Thursday,1,N/A,1,West Humber-Clairville (1),-79.5927693832,43.7113542372423,2016-01-07 01:00:00-0500
shooting,2016,January,14,Thursday,23,N/A,6,Kingsview Village-The Westway (6),-79.5480650623521,43.6878038414172,2016-01-14 23:00:00-0500
shooting,2016,January,6,Wednesday,15,N/A,3,Thistletown-Beaumond Heights (3),-79.5657411196968,43.7381507561903,2016-01-06 15:00:00-0500
shooting,2016,May,24,Tuesday,11,N/A,118,Tam O'Shanter-Sullivan (118),-79.3047080763854,43.7816358001367,2016-05-24 11:00:00-0500
shooting,2016,November,29,Tuesday,11,N/A,49,Bayview Woods-Steeles (49),-79.3694063071805,43.7906383203491,2016-11-29 11:00:00-0500
shooting,2016,May,10,Tuesday,19,N/A,4,Rexdale-Kipling (4),-79.5584307524244,43.7175478423417,2016-05-10 19:00:00-0500
shooting,2016,March,23,Wednesday,21,N/A,70,South Riverdale (70),-79.3419651004456,43.662410272214,2016-03-23 21:00:00-0500
shooting,2016,November,5,Saturday,12,N/A,21,Humber Summit (21),-79.5604043128953,43.7540176260158,2016-11-05 12:00:00-0500
shooting,2016,February,2,Tuesday,1,N/A,32,Englemount-Lawrence (32),-79.4413359231696,43.7309182914874,2016-02-02 01:00:00-0500
shooting,2016,July,10,Sunday,1,N/A,24,Black Creek (24),-79.5147637388827,43.7672051400814,2016-07-10 01:00:00-0500
shooting,2016,April,14,Thursday,3,N/A,6,Kingsview Village-The Westway (6),-79.5552862659728,43.6950326900835,2016-04-14 03:00:00-0500
shooting,2016,January,20,Wednesday,23,N/A,117,L'Amoreaux (117),-79.3331285602154,43.7981694006095,2016-01-20 23:00:00-0500
shooting,2016,October,18,Tuesday,16,N/A,91,Weston-Pellam Park (91),-79.4612257301006,43.6739303838793,2016-10-18 16:00:00-0500
shooting,2016,March,20,Sunday,23,N/A,23,Pelmo Park-Humberlea (23),-79.538472248644,43.7102966808168,2016-03-20 23:00:00-0500
shooting,2016,December,16,Friday,23,N/A,113,Weston (113),-79.5166556994346,43.6991443617521,2016-12-16 23:00:00-0500
shooting,2016,November,24,Thursday,18,N/A,25,Glenfield-Jane Heights (25),-79.5049827274221,43.7413953665875,2016-11-24 18:00:00-0500
shooting,2016,April,20,Wednesday,21,N/A,1,West Humber-Clairville (1),-79.5933527465163,43.7387766142202,2016-04-20 21:00:00-0500
shooting,2016,May,17,Tuesday,21,N/A,4,Rexdale-Kipling (4),-79.5740666940649,43.7309873297933,2016-05-17 21:00:00-0500
shooting,2016,December,12,Monday,5,N/A,132,Malvern (132),-79.2153538917388,43.8011735460281,2016-12-12 05:00:00-0500
shooting,2016,October,1,Saturday,2,N/A,132,Malvern (132),-79.2176624877548,43.7981162720555,2016-10-01 02:00:00-0500
shooting,2016,July,23,Saturday,0,N/A,85,South Parkdale (85),-79.4372735158006,43.6404448148763,2016-07-23 00:00:00-0500
shooting,2016,November,27,Sunday,15,N/A,70,South Riverdale (70),-79.3529413479921,43.6617640431425,2016-11-27 15:00:00-0500
shooting,2016,January,19,Tuesday,4,N/A,18,New Toronto (18),-79.5086443269954,43.6000079244276,2016-01-19 04:00:00-0500
shooting,2016,June,14,Tuesday,22,N/A,107,Oakwood Village (107),-79.4413793916436,43.6885552293652,2016-06-14 22:00:00-0500
shooting,2016,June,1,Wednesday,2,N/A,113,Weston (113),-79.5155662570838,43.699406226606,2016-06-01 02:00:00-0500
shooting,2016,January,31,Sunday,11,N/A,78,Kensington-Chinatown (78),-79.4001109123318,43.6502229693331,2016-01-31 11:00:00-0500
shooting,2016,January,1,Friday,14,N/A,73,Moss Park (73),-79.3713529792566,43.6590671613253,2016-01-01 14:00:00-0500
shooting,2016,April,20,Wednesday,23,N/A,70,South Riverdale (70),-79.3514741752114,43.6599234581788,2016-04-20 23:00:00-0500
shooting,2016,November,5,Saturday,4,N/A,86,Roncesvalles (86),-79.4335509308892,43.6445677463257,2016-11-05 04:00:00-0500
shooting,2016,September,30,Friday,9,N/A,1,West Humber-Clairville (1),-79.6107771299018,43.7339785982546,2016-09-30 09:00:00-0500
shooting,2016,September,22,Thursday,3,N/A,44,Flemingdon Park (44),-79.334953724084,43.7187242780683,2016-09-22 03:00:00-0500
shooting,2016,July,12,Tuesday,21,N/A,28,Rustic (28),-79.5003028421864,43.7083769009575,2016-07-12 21:00:00-0500
shooting,2016,October,5,Wednesday,21,N/A,23,Pelmo Park-Humberlea (23),-79.5336875733845,43.7135982059922,2016-10-05 21:00:00-0500
shooting,2016,October,17,Monday,18,N/A,25,Glenfield-Jane Heights (25),-79.5049827274221,43.7413953665875,2016-10-17 18:00:00-0500
shooting,2016,July,28,Thursday,19,N/A,21,Humber Summit (21),-79.5695175478085,43.7581782869497,2016-07-28 19:00:00-0500
shooting,2016,August,1,Monday,3,N/A,78,Kensington-Chinatown (78),-79.4077192800898,43.6564757728303,2016-08-01 03:00:00-0500
shooting,2016,August,28,Sunday,21,N/A,87,High Park-Swansea (87),-79.4699109575099,43.6372044159345,2016-08-28 21:00:00-0500
shooting,2016,March,15,Tuesday,20,N/A,113,Weston (113),-79.5129697500409,43.6976843185645,2016-03-15 20:00:00-0500
shooting,2016,October,22,Saturday,5,N/A,47,Don Valley Village (47),-79.3487341772158,43.7790794117589,2016-10-22 05:00:00-0500
shooting,2016,February,20,Saturday,2,N/A,24,Black Creek (24),-79.5129990807892,43.7657886951118,2016-02-20 02:00:00-0500
shooting,2016,January,13,Wednesday,2,N/A,27,York University Heights (27),-79.4942395691274,43.7431000351225,2016-01-13 02:00:00-0500
shooting,2016,May,23,Monday,20,N/A,74,North St.James Town (74),-79.3764455235281,43.6712664318084,2016-05-23 20:00:00-0500
shooting,2016,December,26,Monday,5,N/A,138,Eglinton East (138),-79.2422523706308,43.7356152671451,2016-12-26 05:00:00-0500
shooting,2016,March,26,Saturday,2,N/A,136,West Hill (136),-79.1862222239397,43.7684028883572,2016-03-26 02:00:00-0500
shooting,2016,February,13,Saturday,3,N/A,81,Trinity-Bellwoods (81),-79.4079739896975,43.6505423611816,2016-02-13 03:00:00-0500
shooting,2016,July,23,Saturday,3,N/A,93,Dovercourt-Wallace Emerson-Junction (93),-79.4437465088342,43.6595010181817,2016-07-23 03:00:00-0500
shooting,2016,July,30,Saturday,9,N/A,93,Dovercourt-Wallace Emerson-Junction (93),-79.4202453047829,43.6631650711253,2016-07-30 09:00:00-0500
shooting,2016,November,5,Saturday,3,N/A,77,Waterfront Communities-The Island (77),-79.3899492630843,43.6455154618296,2016-11-05 03:00:00-0500
shooting,2016,April,24,Sunday,0,N/A,81,Trinity-Bellwoods (81),-79.4103203887364,43.6514250281656,2016-04-24 00:00:00-0500
shooting,2016,October,5,Wednesday,23,N/A,6,Kingsview Village-The Westway (6),-79.5545076690372,43.695224079528,2016-10-05 23:00:00-0500
shooting,2016,July,24,Sunday,16,N/A,62,East End-Danforth (62),-79.3036044928515,43.6893461064903,2016-07-24 16:00:00-0500
shooting,2016,October,29,Saturday,0,N/A,113,Weston (113),-79.5294028625753,43.7051352330713,2016-10-29 00:00:00-0500
shooting,2016,October,29,Saturday,15,N/A,5,Elms-Old Rexdale (5),-79.545348297074,43.7217093009407,2016-10-29 15:00:00-0500
shooting,2016,September,11,Sunday,2,N/A,69,Blake-Jones (69),-79.3403088219794,43.6742246882996,2016-09-11 02:00:00-0500
shooting,2016,February,16,Tuesday,13,N/A,44,Flemingdon Park (44),-79.3280818951928,43.715606982792,2016-02-16 13:00:00-0500
shooting,2016,June,25,Saturday,20,N/A,72,Regent Park (72),-79.3620225388606,43.6575967642763,2016-06-25 20:00:00-0500
shooting,2016,November,11,Friday,16,N/A,62,East End-Danforth (62),-79.3079543920932,43.6883488369075,2016-11-11 16:00:00-0500
