date,max_temperature,min_temperature,max_relative_humidity,avg_relative_humidity,avg_pressure_sea,max_wind_speed,precipitation,rain,snow,snow_on_ground,daylight,avg_cloud_cover_8
2019-01-11,-7.5,-13.8,69,56.5,102.94,31,0.0,0.0,0.0,0.0,9.18,5.0
2019-01-10,-4.6,-11.4,72,63.0,101.89,44,0.0,0.0,0.0,0.0,9.13,4.5
2019-01-09,2.3,-4.9,88,71.5,100.78,49,0.0,0.0,0.0,0.0,9.12,6.5
2019-01-08,8.2,2.4,92,84.5,100.49,33,3.8,3.8,0.0,0.0,9.1,6.0
2019-01-07,5.7,-8.4,88,73.0,101.88,37,2.8,2.8,0.0,0.0,9.08,8.0
2019-01-06,4.0,-7.3,84,68.5,102.03,35,0.0,0.0,0.0,0.0,9.07,4.0
2019-01-05,4.0,-1.7,87,80.5,100.61,20,0.0,0.0,0.0,0.0,9.05,4.0
2019-01-04,8.0,-0.8,83,69.5,100.76,36,0.0,0.0,0.0,3.0,9.02,3.0
2019-01-03,0.8,-2.8,91,79.5,101.33,32,0.2,0.0,0.2,3.0,9.0,6.5
2019-01-02,-0.5,-9.3,91,80.5,101.95,18,3.6,0.0,3.6,0.0,9.0,6.0
2019-01-01,5.2,-8.0,94,80.0,101.01,36,0.6,0.6,0.0,0.0,9.0,4.0
